archive,family,member,instance_id,num_vars,declared_clauses,parsed_clauses,eligible,skip_reason,solver_status,solver_objective,support_count,has_nonzero_reduction,primal_residual,solver_runtime_seconds,wall_runtime_seconds,message
logistics.tar.gz,logistics,logistics.a.cnf,logistics.tar.gz::logistics.a.cnf,828,6718,6718,True,,OPTIMAL,92.0,92,True,0.0,0.06814885139465332,0.10809716699998262,
logistics.tar.gz,logistics,logistics.b.cnf,logistics.tar.gz::logistics.b.cnf,843,7301,7301,True,,OPTIMAL,124.0,124,True,0.0,0.06824707984924316,0.11474837500003332,
logistics.tar.gz,logistics,logistics.c.cnf,logistics.tar.gz::logistics.c.cnf,1141,10719,10719,True,,OPTIMAL,128.0,128,True,0.0,0.11258506774902344,0.17650404199997638,
logistics.tar.gz,logistics,logistics.d.cnf,logistics.tar.gz::logistics.d.cnf,4713,21991,21991,True,,OPTIMAL,470.0,470,True,0.0,1.0044238567352295,1.1437057910000021,
parity.tar.gz,parity,par16-1-c.cnf,parity.tar.gz::par16-1-c.cnf,317,1264,1264,True,,OPTIMAL,-0.0,0,False,0.0,0.021094083786010742,0.03211695800001735,
parity.tar.gz,parity,par16-1.cnf,parity.tar.gz::par16-1.cnf,1015,3310,3310,True,,OPTIMAL,2030.0,2030,True,0.0,0.03179001808166504,0.05969266599998946,
parity.tar.gz,parity,par16-2-c.cnf,parity.tar.gz::par16-2-c.cnf,349,1392,1392,True,,OPTIMAL,-0.0,0,False,0.0,0.025751113891601562,0.03648499999997057,
parity.tar.gz,parity,par16-2.cnf,parity.tar.gz::par16-2.cnf,1015,3374,3374,True,,OPTIMAL,1941.0,1941,True,0.0,0.036779165267944336,0.060791417000018555,
parity.tar.gz,parity,par16-3-c.cnf,parity.tar.gz::par16-3-c.cnf,334,1332,1332,True,,OPTIMAL,-0.0,0,False,0.0,0.019963979721069336,0.030047833000026003,
parity.tar.gz,parity,par16-3.cnf,parity.tar.gz::par16-3.cnf,1015,3344,3344,True,,OPTIMAL,1983.0,1983,True,0.0,0.033965110778808594,0.058779041999969195,
parity.tar.gz,parity,par16-4-c.cnf,parity.tar.gz::par16-4-c.cnf,324,1292,1292,True,,OPTIMAL,-0.0,0,False,0.0,0.02223801612854004,0.03537008299997524,
parity.tar.gz,parity,par16-4.cnf,parity.tar.gz::par16-4.cnf,1015,3324,3324,True,,OPTIMAL,2004.0,2004,True,0.0,0.035780906677246094,0.06076362499999277,
parity.tar.gz,parity,par16-5-c.cnf,parity.tar.gz::par16-5-c.cnf,341,1360,1360,True,,OPTIMAL,-0.0,0,False,0.0,0.018864870071411133,0.029047250000019176,
parity.tar.gz,parity,par16-5.cnf,parity.tar.gz::par16-5.cnf,1015,3358,3358,True,,OPTIMAL,1962.0,1962,True,0.0,0.033383846282958984,0.05850345800001833,
parity.tar.gz,parity,par32-1-c.cnf,parity.tar.gz::par32-1-c.cnf,1315,5254,5254,True,,OPTIMAL,-0.0,0,False,0.0,0.18866801261901855,0.22908849999998893,
parity.tar.gz,parity,par32-1.cnf,parity.tar.gz::par32-1.cnf,3176,10277,10277,True,,OPTIMAL,4934.0,4934,True,0.0,0.27791905403137207,0.3526679999999942,
parity.tar.gz,parity,par32-2-c.cnf,parity.tar.gz::par32-2-c.cnf,1303,5206,5206,True,,OPTIMAL,-0.0,0,False,0.0,0.19959592819213867,0.24139991700002383,
parity.tar.gz,parity,par32-2.cnf,parity.tar.gz::par32-2.cnf,3176,10253,10253,True,,OPTIMAL,4984.0,4984,True,0.0,0.30509090423583984,0.38405141599997705,
parity.tar.gz,parity,par32-3-c.cnf,parity.tar.gz::par32-3-c.cnf,1325,5294,5294,True,,OPTIMAL,-0.0,0,False,0.0,0.5,0.5364962500000274,
parity.tar.gz,parity,par32-3.cnf,parity.tar.gz::par32-3.cnf,3176,10297,10297,True,,OPTIMAL,4937.0,4937,True,0.0,0.25498199462890625,0.3329519999999775,
parity.tar.gz,parity,par32-4-c.cnf,parity.tar.gz::par32-4-c.cnf,1333,5326,5326,True,,OPTIMAL,-0.0,0,False,0.0,0.19765710830688477,0.23889133400001583,
parity.tar.gz,parity,par32-4.cnf,parity.tar.gz::par32-4.cnf,3176,10313,10313,True,,OPTIMAL,4931.0,4931,True,0.0,0.23942995071411133,0.31367945800002417,
parity.tar.gz,parity,par32-5-c.cnf,parity.tar.gz::par32-5-c.cnf,1339,5350,5350,True,,OPTIMAL,-0.0,0,False,0.0,0.21938800811767578,0.2602616249999983,
parity.tar.gz,parity,par32-5.cnf,parity.tar.gz::par32-5.cnf,3176,10325,10325,True,,OPTIMAL,4919.0,4919,True,0.0,0.2205970287322998,0.2992955830000028,
parity.tar.gz,parity,par8-1-c.cnf,parity.tar.gz::par8-1-c.cnf,64,254,254,True,,OPTIMAL,-0.0,0,False,0.0,0.001992940902709961,0.004961875000049076,
parity.tar.gz,parity,par8-1.cnf,parity.tar.gz::par8-1.cnf,350,1149,1149,True,,OPTIMAL,891.0,891,True,0.0,0.003831148147583008,0.013345582999988892,
parity.tar.gz,parity,par8-2-c.cnf,parity.tar.gz::par8-2-c.cnf,68,270,270,True,,OPTIMAL,-0.0,0,False,0.0,0.002043008804321289,0.004978499999992891,
parity.tar.gz,parity,par8-2.cnf,parity.tar.gz::par8-2.cnf,350,1157,1157,True,,OPTIMAL,875.0,875,True,0.0,0.004152059555053711,0.014049457999988135,
parity.tar.gz,parity,par8-3-c.cnf,parity.tar.gz::par8-3-c.cnf,75,298,298,True,,OPTIMAL,-0.0,0,False,0.0,0.002279043197631836,0.005341416000021582,
parity.tar.gz,parity,par8-3.cnf,parity.tar.gz::par8-3.cnf,350,1171,1171,True,,OPTIMAL,857.0,857,True,0.0,0.004068136215209961,0.013472083999999995,
parity.tar.gz,parity,par8-4-c.cnf,parity.tar.gz::par8-4-c.cnf,67,266,266,True,,OPTIMAL,-0.0,0,False,0.0,0.0019140243530273438,0.004769249999981184,
parity.tar.gz,parity,par8-4.cnf,parity.tar.gz::par8-4.cnf,350,1155,1155,True,,OPTIMAL,875.0,875,True,0.0,0.003983020782470703,0.013614458999995804,
parity.tar.gz,parity,par8-5-c.cnf,parity.tar.gz::par8-5-c.cnf,75,298,298,True,,OPTIMAL,-0.0,0,False,0.0,0.002541065216064453,0.005524499999978616,
parity.tar.gz,parity,par8-5.cnf,parity.tar.gz::par8-5.cnf,350,1171,1171,True,,OPTIMAL,856.0,856,True,0.0,0.0041048526763916016,0.01337037500002225,
ssa.tar.gz,ssa,ssa0432-003.cnf,ssa.tar.gz::ssa0432-003.cnf,435,1027,1027,True,,OPTIMAL,733.0,733,True,0.0,0.007409095764160156,0.016245249999997213,
ssa.tar.gz,ssa,ssa2670-130.cnf,ssa.tar.gz::ssa2670-130.cnf,1359,3321,3321,True,,OPTIMAL,1849.0,1849,True,0.0,0.03552103042602539,0.06447462500000256,
ssa.tar.gz,ssa,ssa2670-141.cnf,ssa.tar.gz::ssa2670-141.cnf,986,2315,2315,True,,OPTIMAL,1395.0,1395,True,0.0,0.019722938537597656,0.0381402500000263,
ssa.tar.gz,ssa,ssa6288-047.cnf,ssa.tar.gz::ssa6288-047.cnf,10410,34238,34238,True,,OPTIMAL,55058.0,55058,True,0.0,1.1445460319519043,1.4063839159999816,
ssa.tar.gz,ssa,ssa7552-038.cnf,ssa.tar.gz::ssa7552-038.cnf,1501,3575,3575,True,,OPTIMAL,2155.0,2155,True,0.0,0.0379030704498291,0.0659457909999901,
ssa.tar.gz,ssa,ssa7552-158.cnf,ssa.tar.gz::ssa7552-158.cnf,1363,3034,3034,True,,OPTIMAL,2395.0,2395,True,0.0,0.023335933685302734,0.047293083999988994,
ssa.tar.gz,ssa,ssa7552-159.cnf,ssa.tar.gz::ssa7552-159.cnf,1363,3032,3032,True,,OPTIMAL,2280.0,2280,True,0.0,0.02331399917602539,0.05074245899999141,
ssa.tar.gz,ssa,ssa7552-160.cnf,ssa.tar.gz::ssa7552-160.cnf,1391,3126,3126,True,,OPTIMAL,2067.0,2067,True,0.0,0.02710103988647461,0.05146558299998105,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_0.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_0.cnf,100,286,286,True,,OPTIMAL,-0.0,0,False,0.0,0.006844043731689453,0.02515075,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_1.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_1.cnf,100,272,272,True,,OPTIMAL,-0.0,0,False,0.0,0.004016876220703125,0.006953333999999978,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_10.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_10.cnf,100,287,287,True,,OPTIMAL,-0.0,0,False,0.0,0.0043299198150634766,0.0075580840000000205,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_100.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_100.cnf,100,308,308,True,,OPTIMAL,-0.0,0,False,0.0,0.004122018814086914,0.007743958000000051,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_101.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_101.cnf,100,306,306,True,,OPTIMAL,-0.0,0,False,0.0,0.0035631656646728516,0.006638582999999976,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_102.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_102.cnf,100,283,283,True,,OPTIMAL,-0.0,0,False,0.0,0.003194093704223633,0.006158874999999897,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_103.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_103.cnf,100,301,301,True,,OPTIMAL,-0.0,0,False,0.0,0.0033462047576904297,0.006798291000000067,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_104.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_104.cnf,100,311,311,True,,OPTIMAL,-0.0,0,False,0.0,0.004968881607055664,0.008444000000000007,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_105.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_105.cnf,100,288,288,True,,OPTIMAL,-0.0,0,False,0.0,0.0035059452056884766,0.006939417000000003,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_106.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_106.cnf,100,293,293,True,,OPTIMAL,-0.0,0,False,0.0,0.004261016845703125,0.007657875000000036,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_107.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_107.cnf,100,269,269,True,,OPTIMAL,-0.0,0,False,0.0,0.004004955291748047,0.007125583999999963,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_108.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_108.cnf,100,287,287,True,,OPTIMAL,-0.0,0,False,0.0,0.0036840438842773438,0.006731207999999933,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_109.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_109.cnf,100,281,281,True,,OPTIMAL,-0.0,0,False,0.0,0.004241943359375,0.007193333999999885,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_11.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_11.cnf,100,290,290,True,,OPTIMAL,-0.0,0,False,0.0,0.0036728382110595703,0.006601708000000039,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_110.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_110.cnf,100,293,293,True,,OPTIMAL,-0.0,0,False,0.0,0.003570079803466797,0.006785000000000041,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_111.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_111.cnf,100,291,291,True,,OPTIMAL,-0.0,0,False,0.0,0.004063129425048828,0.00722745800000002,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_112.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_112.cnf,100,277,277,True,,OPTIMAL,-0.0,0,False,0.0,0.004396915435791016,0.011046290999999986,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_113.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_113.cnf,100,299,299,True,,OPTIMAL,-0.0,0,False,0.0,0.003965139389038086,0.007113292000000104,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_114.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_114.cnf,100,279,279,True,,OPTIMAL,-0.0,0,False,0.0,0.004283905029296875,0.007504833000000044,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_115.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_115.cnf,100,297,297,True,,OPTIMAL,-0.0,0,False,0.0,0.0035991668701171875,0.00662837500000002,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_116.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_116.cnf,100,289,289,True,,OPTIMAL,-0.0,0,False,0.0,0.0041370391845703125,0.0070590830000001326,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_117.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_117.cnf,100,281,281,True,,OPTIMAL,-0.0,0,False,0.0,0.00401616096496582,0.006853958999999854,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_118.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_118.cnf,100,303,303,True,,OPTIMAL,-0.0,0,False,0.0,0.004127979278564453,0.007170915999999972,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_119.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_119.cnf,100,295,295,True,,OPTIMAL,-0.0,0,False,0.0,0.003659963607788086,0.006817624999999827,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_12.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_12.cnf,100,301,301,True,,OPTIMAL,-0.0,0,False,0.0,0.004175901412963867,0.007080749999999858,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_120.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_120.cnf,100,286,286,True,,OPTIMAL,-0.0,0,False,0.0,0.0038330554962158203,0.007228374999999954,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_121.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_121.cnf,100,291,291,True,,OPTIMAL,-0.0,0,False,0.0,0.004094839096069336,0.00721412499999996,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_122.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_122.cnf,100,294,294,True,,OPTIMAL,-0.0,0,False,0.0,0.0040929317474365234,0.0073317089999997975,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_123.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_123.cnf,100,301,301,True,,OPTIMAL,-0.0,0,False,0.0,0.0038678646087646484,0.00710166599999984,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_124.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_124.cnf,100,311,311,True,,OPTIMAL,-0.0,0,False,0.0,0.00409698486328125,0.00718041700000005,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_125.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_125.cnf,100,291,291,True,,OPTIMAL,-0.0,0,False,0.0,0.004121065139770508,0.007088916000000056,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_126.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_126.cnf,100,298,298,True,,OPTIMAL,-0.0,0,False,0.0,0.003945827484130859,0.0069710000000000605,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_127.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_127.cnf,100,290,290,True,,OPTIMAL,-0.0,0,False,0.0,0.004153013229370117,0.007204792000000015,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_128.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_128.cnf,100,280,280,True,,OPTIMAL,-0.0,0,False,0.0,0.003885984420776367,0.006888124999999912,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_129.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_129.cnf,100,309,309,True,,OPTIMAL,-0.0,0,False,0.0,0.0036301612854003906,0.006839625000000016,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_13.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_13.cnf,100,302,302,True,,OPTIMAL,-0.0,0,False,0.0,0.0043468475341796875,0.007558249999999989,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_130.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_130.cnf,100,272,272,True,,OPTIMAL,-0.0,0,False,0.0,0.0035071372985839844,0.006566875000000083,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_131.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_131.cnf,100,304,304,True,,OPTIMAL,-0.0,0,False,0.0,0.004614114761352539,0.007808792000000064,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_132.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_132.cnf,100,288,288,True,,OPTIMAL,-0.0,0,False,0.0,0.004842042922973633,0.007834667000000017,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_133.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_133.cnf,100,293,293,True,,OPTIMAL,-0.0,0,False,0.0,0.0034439563751220703,0.006465624999999919,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_134.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_134.cnf,100,288,288,True,,OPTIMAL,-0.0,0,False,0.0,0.0029060840606689453,0.006095667000000082,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_135.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_135.cnf,100,296,296,True,,OPTIMAL,-0.0,0,False,0.0,0.004236936569213867,0.007431916000000038,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_136.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_136.cnf,100,272,272,True,,OPTIMAL,-0.0,0,False,0.0,0.0034110546112060547,0.006271792000000165,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_137.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_137.cnf,100,282,282,True,,OPTIMAL,-0.0,0,False,0.0,0.00380706787109375,0.006882292000000012,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_138.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_138.cnf,100,291,291,True,,OPTIMAL,-0.0,0,False,0.0,0.003744840621948242,0.0067048749999998325,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_139.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_139.cnf,100,291,291,True,,OPTIMAL,-0.0,0,False,0.0,0.0035619735717773438,0.006551916999999907,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_14.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_14.cnf,100,288,288,True,,OPTIMAL,-0.0,0,False,0.0,0.0035130977630615234,0.006601833000000168,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_140.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_140.cnf,100,304,304,True,,OPTIMAL,-0.0,0,False,0.0,0.0035750865936279297,0.006862167000000197,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_141.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_141.cnf,100,298,298,True,,OPTIMAL,-0.0,0,False,0.0,0.0037851333618164062,0.007084166999999919,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_142.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_142.cnf,100,286,286,True,,OPTIMAL,-0.0,0,False,0.0,0.004369974136352539,0.007460917000000178,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_143.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_143.cnf,100,288,288,True,,OPTIMAL,-0.0,0,False,0.0,0.003365039825439453,0.006763540999999984,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_144.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_144.cnf,100,287,287,True,,OPTIMAL,-0.0,0,False,0.0,0.004145145416259766,0.007251708000000079,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_145.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_145.cnf,100,312,312,True,,OPTIMAL,-0.0,0,False,0.0,0.004694938659667969,0.007853041000000172,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_146.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_146.cnf,100,309,309,True,,OPTIMAL,-0.0,0,False,0.0,0.004622936248779297,0.007917167000000003,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_147.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_147.cnf,100,300,300,True,,OPTIMAL,-0.0,0,False,0.0,0.0034270286560058594,0.006672916999999945,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_148.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_148.cnf,100,294,294,True,,OPTIMAL,-0.0,0,False,0.0,0.0040400028228759766,0.007486833999999831,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_149.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_149.cnf,100,276,276,True,,OPTIMAL,-0.0,0,False,0.0,0.003587007522583008,0.006550708999999877,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_15.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_15.cnf,100,268,268,True,,OPTIMAL,-0.0,0,False,0.0,0.0042989253997802734,0.0074027500000000135,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_150.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_150.cnf,100,293,293,True,,OPTIMAL,-0.0,0,False,0.0,0.003670930862426758,0.006835708000000107,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_151.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_151.cnf,100,277,277,True,,OPTIMAL,-0.0,0,False,0.0,0.003643035888671875,0.006770541000000074,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_152.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_152.cnf,100,305,305,True,,OPTIMAL,-0.0,0,False,0.0,0.004287004470825195,0.0075864170000001785,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_153.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_153.cnf,100,290,290,True,,OPTIMAL,-0.0,0,False,0.0,0.0045719146728515625,0.00789662499999988,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_154.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_154.cnf,100,282,282,True,,OPTIMAL,-0.0,0,False,0.0,0.003960847854614258,0.007383499999999987,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_155.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_155.cnf,100,295,295,True,,OPTIMAL,-0.0,0,False,0.0,0.004205942153930664,0.007666375000000114,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_156.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_156.cnf,100,306,306,True,,OPTIMAL,-0.0,0,False,0.0,0.004458189010620117,0.011011042000000026,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_157.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_157.cnf,100,266,266,True,,OPTIMAL,-0.0,0,False,0.0,0.00374603271484375,0.006808499999999995,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_158.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_158.cnf,100,284,284,True,,OPTIMAL,-0.0,0,False,0.0,0.004552125930786133,0.0076507500000000395,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_159.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_159.cnf,100,303,303,True,,OPTIMAL,-0.0,0,False,0.0,0.003920078277587891,0.007106583999999971,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_16.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_16.cnf,100,289,289,True,,OPTIMAL,-0.0,0,False,0.0,0.0035440921783447266,0.0067547500000000316,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_160.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_160.cnf,100,289,289,True,,OPTIMAL,-0.0,0,False,0.0,0.0038878917694091797,0.007019790999999831,
BMS_k3_n100_m429.tar.gz,BMS_k3_n100_m429,BMS_k3_n100_m429_161.cnf,BMS_k3_n100_m429.tar.gz::BMS_k3_n100_m429_161.cnf,100,283,283,True,,OPTIMAL,-0.0,0,False,0.0,0.004094839096069336,0.007386249999999928,
